Image Link,Center,Openings,Link1,Link2,Link3,Link4,Link5,Link6
https://gyazo.com/f12ef821bb084b95c2ed0b6fdeb7ce9e,Blank,"5,6",DSBTHPP,PPSHPHT,SHSTTDD,BBCDDCD,THTSTSH,TDHPBDB
https://drive.google.com/file/d/1i7AF_1Guu6-lu0cW8_ylVxovxpJPAYZO/view?usp=sharing,Hex,1,DSBTTCC,SPTSHSC,HHCSHBC,BCTCPCT,DCPSHTD,SCSBHHT
https://drive.google.com/open?id=10PwM0JFPdSxCQvAN5_jZQnn_23KR2OTX,Blank,"5,6",DSCBTCT,SBCTDHP,SSHDTTB,CSTCHDT,DBHTCHP,DDSSSSH
https://media.discordapp.net/attachments/666872924967403550/667072436436598826/Emblem_Warlock_V2.png,Blank,"3,6",DSCDBPS,CPCSSBB,DSPHHDS,HHPBTDP,HHCDCCB,BBDDTDC
https://drive.google.com/open?id=1MiyZZWty8F3u1B6fgkKzJnhNMblHLgAQ,Snake,"4,6",DSCDDBD,BBHBHPC,SBSBHCS,TTTCSDB,DTDDDDP,PTTSBHP
https://images-ext-1.discordapp.net/external/V-rhaovC6GAYDOQlKS_CmVo5TL5iyH4FhIDpjuWgtUs/https/i.gyazo.com/thumb/1200/54ca8d896406a7a03e0d5e4462ccc00a-png.jpg,Clover,2,DSCHTDD,TDDHHTS,BBBBCBC,PTTPDHC,DSDHBPB,CDPSBCC
https://imgur.com/a/m94SmtC,Blank,"2,3,4,5",DSCSDHD,SHHTTBP,BCHTPCT,PCSSSCT,TCTDHCD,PDDDBCT
https://drive.google.com/open?id=1iYhN7oCDqY3Yjk63wMywzu8EpJHcIMnH,Blank,5,DSDPHSH,SSDHPBD,SDBTSTP,TBHDHSS,DHSDBTD,DDBTHSC
https://imgur.com/a/pmsyugO,Blank,2,DSDSBPS,BHSPPCH,TTDHBTD,HDCBBTP,TSDCBDB,PDTCBHC
https://cdn.discordapp.com/attachments/666872924967403550/667371331528163343/PS_Messages_20200116_091244.jpg,Blank,"2,4,6",DSHHDTS,TDCSCPD,HTBPCCS,TDSCHCP,BSSCCSS,SBCBBCP
https://drive.google.com/open?id=17iUzrwr8XioIt8a-dzHqBycuTto6VH7I,Blank,5,DSHTSPC,DTBPBSD,SHBBPBP,HSHHDHT,PHDHCDS,PHHBSHC
https://gyazo.com/75277491ebc2f2c93a6265a700908b01,Blank,5,DSPBBDD,TSDHCHH,CPBTPBT,DCBHDHS,BPPCSHS,HDBBHBT
https://cdn.discordapp.com/attachments/666872924967403550/667097566587912224/tiger_release_final_20200115_210524.png,Snake,"1,5",DSPCHPD,BCTCPPB,PPCCBHH,DDTCSPS,HSDDHPP,SSPBCPP
https://gyazo.com/33358447357222350b5015fed3d14c72,Blank,"2,5",DSPDSSS,CHSCBTD,CHPTSTC,PBDSDDT,BCSBTBS,BSSBTCD
https://gyazo.com/4629e849ab03b8823b72369abcb60fbc,Blank,5,DSPHDSS,SPCBDSP,HSDTSHD,DPBSPHT,THTSCBH,HPCPDCB
https://drive.google.com/open?id=1ik3BfQ0lsmE5rmRsfSXvSWmt2v4EarVC,Blank,3,DSPHHTB,HHCCDHB,TCHSHHC,SBPSSTP,HSPTBTH,SHSHSPB
https://media.discordapp.net/attachments/666872924967403550/667139620160405524/tiger_release_final_20200115_174336.png?width=1202&height=677,Blank,"2,3,4,6",DSSBPCH,HHSHDPS,TPPHPCB,CHBHPCB,SPHDSBB,TTCBPSP
https://drive.google.com/open?id=1pU9bIarpgHb030QCHwhEUbn4as8o-9PV,Blank,6,DSSBPHS,THPDSCT,HSBCSCD,BHTSTTS,BDHSBSC,DCTBSDC
https://cdn.discordapp.com/attachments/666951769779339264/667049043163349047/GATOR2.jpg,Snake,"2,5",DSSHDBP,DPBBSDT,BSHTPPH,SDPBCTH,PTSPPHH,HCPHTTC
https://cdn.discordapp.com/attachments/667486768941236235/667548249904775168/Destiny_2_Screenshot_2020.01.16_-_18.48.56.66.png,Blank,3,DSSPPDP,HBTCDDH,PSTBHHS,SSBPPHB,STBTHCS,BDSPPBS
https://gyazo.com/82381866d4faf86ebb5fc9331f3f54fd,Blank,"2,5,6",DSSPTHC,STSCCPP,CCPPBPP,PBBTHTH,BBDBHPC,HBDDHBH
https://drive.google.com/open?id=1-iKuaBgdgTGjui8hPKUXMvihGtiXkz47,Blank,"2,4,5,6",DSSSDCP,CPDTHPT,THHCDSH,BHDTBCB,HPBCSCC,HDDBTCC
https://gyazo.com/4dc3bd808a279a43ecf38564067fa543,Snake,"3,5",DSSSHHS,HPTHTSD,SBSCHBH,PSCDSDH,DSHBBHP,CPCSBHB
https://media.discordapp.net/attachments/667499790950465537/667508843483234328/160f028773c9372a95300ed3362b80fd.png,Blank,"2,6",DSTBHCD,PBCDBCS,CHBHTPS,CDSSPSB,SSDTSCH,HBDBHDS
https://cdn.discordapp.com/attachments/667145204385579009/667377914215530506/tiger_release_final_20200116_153351.png,Blank,"2,4,6",DSTDSHH,PDSSTTB,SBDTSDT,BCSSSDD,HPTTPTS,BPDPSCS
http://prntscr.com/qopifl,Hex,2,DSTHDHB,BBSHCHD,BBSCHST,TPCPTSS,PDTCHDD,CCDDSST
https://media.discordapp.net/attachments/667111309715832877/667168503090118686/unknown.png,Snake,6,DSTTCBH,DCHTCBC,HHBSDBS,CPDHPCS,HPPTBSC,BPHSPDH
https://gyazo.com/a19f04ff3b668e22e197082d2ac03409,Blank,"2,5",DTBDBPD,CPBHCPD,BBDTHCS,TTTPSSC,HDSBSTP,SPHCPTB
https://cdn.discordapp.com/attachments/666873697763590144/667161149653123142/Screen_Shot_2020-01-15_at_4.19.38_PM.png,Blank,1,DTBPPSH,SPBSHBD,HHHCCCH,BCCDTTD,BTDHSPP,DPCTCHC
https://cdn.discordapp.com/attachments/667121077377564715/667189708895289374/image0.png,Blank,"1,3,6",DTBTBDS,DDBHPSH,PTHBPCC,SSPPHDB,BSTBTPD,SHDPDTT
https://gyazo.com/7422bce650d4514d2203b46341cdfbc5,Blank,"2,3",DTBTPPP,TBBBDTD,BBTTBSS,SBHSCTC,SHPBCBC,BCTPSPT
https://gyazo.com/33913d8e8692704bb04f03263d2a262f,Blank,3,DTCBCHP,TDDSDCH,TSDHCTD,BTHCTCP,PHDSDPT,PTCTBTS
https://drive.google.com/file/d/16kKdG0DgvszHz9kXXFTf9cJRAvbbsXKR/view?usp=sharing,Blank,3,DTCBDDH,DPPDSTD,HTTSSCH,PCCSSPD,CHSHBTH,SSDCHHS
https://cdn.discordapp.com/attachments/666873697763590144/666879732331184148/unknown.png,Clover,2,DTCBHBT,TDBBSBB,HHDSTSS,SSHHPCT,BBBCTPB,SBCSSCT
https://media.discordapp.net/attachments/667145204385579009/667371121716232192/unknown.png?width=1246&height=701,Blank,"4,6",DTCCCTT,SSCHSDH,BPCBDBH,PSTHHHB,CSPHHST,TBBSCPC
https://gyazo.com/8c7d44163a97bc3fdff4c5e238cb589e,Blank,3,DTCCHBD,SHSTBTP,DTHTBCP,PTTBHBP,SBCSPCP,STTCSCD
https://gyazo.com/a260c757b48af38910642975e45d6a3b,Hex,"3,6",DTCCPDP,HDBSPTB,PSPBPPD,CDCCTDT,SCCPPHP,HPHTTCT
https://cdn.discordapp.com/attachments/666872924967403550/667431538433982465/tiger_release_final_20200116_191218.png,Blank,"4,6",DTCCTCS,PCPSHST,SPCHSCP,PSDTPPC,SSBHPBB,SPTCPTP
https://i.imgur.com/r9jBzHb.png,Blank,"1,4",DTCDCPC,TBDHCHT,CCPDHBD,BHBSDSB,SDBPHHB,TTHPSPT
https://i.imgur.com/z7oCHdS.png,Blank,"2,3,6",DTCHSPC,CDBPCBS,PSTCDPT,HHHPCBH,CSPSCBD,HCTBCTH
https://cdn.discordapp.com/attachments/666872924967403550/667267638195650561/20200116012130_1.jpg,Blank,"3,6",DTCPSTS,TCTBCTS,DDTHDPB,SCBCHTB,BDPPCCC,HTHHBTD
https://cdn.discordapp.com/attachments/507380566769926144/666869811133022249/1085660_screenshots_20200115015253_1.jpg,Blank,"2,6",DTCSCTP,PHTBCSD,TTPTPHH,PPPDTCP,TPDBSCS,PPSBCTS
https://cdn.discordapp.com/attachments/666872924967403550/666877161008791573/Untitled.png,Snake,"3,4,5",DTCTPHS,CDHDPHP,SSTPPCS,DSBDDBD,CSBPDDB,CHCDHSS
https://cdn.discordapp.com/attachments/666873697763590144/667002066446712902/unknown.png,Clover,2,DTCTTTD,CHSTBPC,BBBBBBB,BBBBBBB,BBBBBBB,TTDBSHB
https://cdn.discordapp.com/attachments/666872924967403550/667212212456390676/c46f4c0f-ac9b-4b1e-933e-680557df2116.PNG,Blank,"1,5,6",DTDCSHB,DSCCCPD,DTDDPTB,BPCSHBC,TPPBDPS,PBBDCPT
https://cdn.discordapp.com/attachments/360746184492580876/666993662227644426/Destiny_2_Screenshot_2020.01.15_-_16.09.14.69.png,Blank,"2,4",DTDDHSS,THHHCCH,DBTPDTS,DDCSCDS,PCHTCSS,STHDBBC
https://cdn.discordapp.com/attachments/666872924967403550/667238381566296074/PS_Messages_20200116_001404.jpg,Blank,6,DTDPHPC,DTBDCPP,SSHTHHB,DTBDBPD,DCPPDDD,HCPPCBD
https://drive.google.com/open?id=1obrc26PSiKlC3s0aZ2pblwN2AdyWousb,Blank,"1,2,3,6",DTDTBHB,BHPHSDB,DPCPHBD,SPSDCBT,BSPCSTC,TDTHPDP
https://gyazo.com/cbf8bfcdf4ba25a3cc8f5734600f42e1,Blank,"3,6",DTDTCCB,TTTTPDT,SPPHBCS,TTDCBTB,TPTHBBB,STBHCCC
https://gyazo.com/7c9241815cfebb409a474df695b75c36,Blank,"2,5",DTDTDBD,DBPCCBP,THTPDBC,PDSPBDH,DBDHHPT,CCDPCTS
https://cdn.discordapp.com/attachments/661792856511348740/667209145052561409/tiger_release_final_20200115_223009.png,Blank,4,DTDTTTH,BCCTHCS,THDSHBS,HSCTHCB,PBHDCDD,SBTHCBT
https://gyazo.com/ded48cbbae6b2adda1e9f37001fe5fa0,Snake,"3,6",DTHBCCS,BDTTPPT,HBDTTST,DHHBDPD,CSSDTDP,CPHTSPD
https://drive.google.com/file/d/1qVxUmhcoZhKelj1SLid0nrmiemftyBkg/view?usp=sharing,Blank,"1,3,4",DTHCPHC,PTTSCPC,DPSPDBH,PTCTSHT,TPHPTPD,TBCDHTD
https://gyazo.com/53eac1f9f5547fe64425297e388036ba,Blank,5,DTHTPCC,TSPDCSS,HTCDHHP,DBCDSDH,SHCSDHB,BBSHBHP
https://gyazo.com/4d24f0bc223fd16724cb6f9adabb3e95,Blank,"4,6",DTHTSHT,SSHHPSS,SDTSPCB,HPPHTPS,SCDSTDT,SHBPPSH
https://drive.google.com/open?id=1Ot_osmxrCnqe72bjRfa5swQc_7OYz9lc,Blank,"3,6",DTPBPCS,CPDBDSP,SPSTHCH,BPTTTPH,SBSDHTT,PDSTHHP
https://drive.google.com/open?id=1RJqMMmzlFMiYz8_gzDFZmSIRf0N-QO_t,Blank,3,DTPDBBT,CBDSHSC,CSHHCSB,BHTCSPD,HBDSBSD,HBHPTPB
https://i.gyazo.com/thumb/1200/1d1c27fba5e41df8692318f7dd690b8e-png.jpg,Blank,"3,6",DTPDDBD,DBSCDDT,DTPBDTD,TDCSSHS,TPSDPPD,HPBCCHD
https://drive.google.com/open?id=1p6-kdCHbTU9YU5mOwLHHdG_D5qyQsga5,Blank,3,DTPHHSD,HPBHPHD,CTDPBSP,STCPDTP,TDHTCHH,THSBCTD
https://cdn.discordapp.com/attachments/666872924967403550/667518552257069075/1085660_20200116171603_1.png,Blank,1,DTPHSSB,TTHBDSD,PBHBHHT,DDHDTHT,BHCCHDC,HHSDBCT
http://prntscr.com/qop7s4,Diamond,"2,5,6",DTPPSBP,DBBHHTT,HDBDPHS,BSHBPCP,CBHPPTB,THPTDDP
https://paste.pics/9e393b8aefb92190147338a724c71f53,Blank,"2,4",DTPPTTC,CBHDBDH,CPBCSSB,HDTTPDB,PDBDSSB,DPHHSPS
https://gyazo.com/4d878b6f47169c8b8d4e74d0598b990c,Blank,"2,3,6",DTPSHSH,TTPBPCP,SCSHSDH,TPDPDSH,BHSHSSH,DCBCPTD
https://i.imgur.com/qpiq1pb.png,Blank,"3,5,6",DTSBBBP,CHHSHTD,CDDTCSS,CDSCDBH,HSSSSDB,PDTSTST
https://cdn.discordapp.com/attachments/666872924967403550/667430936740364288/Destiny_2_Screenshot_2020.01.16_-_13.08.45.97.png,Blank,"1,3,6",DTSBCPT,DDBDDPH,SPBCDHH,PDBCHPD,HTHDCDC,SHPCBCD
https://cdn.discordapp.com/attachments/667145204385579009/667240166129401856/tiger_release_final_20200115_223119.png,Blank,"3,4,5",DTSTDDP,PSCSSDD,SDTPTPD,BBBBBBB,TPHDCBH,SHHSBBS
https://i.gyazo.com/thumb/1200/615d47d5ba888ba9817e7a1b29d709ce-jpg.jpg,Blank,"1,6",DTTBPDH,BBSBSBC,DTBTPSD,PSTSBSH,TSCTHPD,HHHPPBB
https://drive.google.com/open?id=1frJ_Ddys_6ucSj5nlPqtkDEaVcaNHNwc,Blank,4,DTTCBDS,PTCHTBS,BPSCHTC,STHSCPH,TDDSHSP,CTPPDHP
https://cdn.discordapp.com/attachments/666872924967403550/667199480432558100/PS_Messages_20200115_195827.jpg,Blank,3,DTTHSTB,SPHBCSB,DHCPDHD,BSHBCCC,HCBCPDB,PHPHSPC
https://media.discordapp.net/attachments/667499790950465537/667523052690472960/321fc1386bc527805fa39444956dc515.png,Blank,"2,3,6",DTTSTSH,TPCTTBB,SSHSSCS,SBBSHSD,CDPCDSD,PBTPPBP
https://gyazo.com/e6194855d8f37d6ab85105045fa8b03f,Blank,3,DTTTHDC,BPTPTSC,CCHDTTD,CDHDHPH,BPDSPHP,BPHSDTB
https://cdn.discordapp.com/attachments/666873697763590144/667265676397772800/20200116130812_1.jpg,Blank,"1,4",HBBBHSP,TDBTTDS,BSDHHHP,DPSPDHP,CTBCCBT,BSHSTPB
https://cdn.discordapp.com/attachments/666872924967403550/667423278389788709/20200116171859_1.jpg,Blank,5,HBBDCDH,DHHBBPC,HSBCSHP,SHHTHDD,BCSTHSC,SBDTSDT
https://cdn.discordapp.com/attachments/667145204385579009/667224419101573130/unknown.png,Blank,"1,4,6",HBBDDBD,SBCBBPS,BSBPDBS,PDSTTTC,DBHCPTT,THDPBCD
https://cdn.discordapp.com/attachments/520963861462122497/667220698573570098/unknown.png,Blank,"2,6",HBBDPHS,STSDHSP,DHPHTDB,CDHCDCP,TSSCHDP,CTTHDHP
https://gyazo.com/4725cfc0c2922bbfb2fe20b8684ad606,Blank,"3,4,5,6",HBBDSCD,CTBHCCT,SBCBHCP,SHBTCSB,PPHTDDH,TCTBSBT
https://gyazo.com/2ae98535e3ec727d82de434a5b966ac1,Blank,"1,3,5",HBBSCTP,PTCDHCD,CHBPSHB,TDHTBPC,STCSTHS,THHTTBH
https://cdn.discordapp.com/attachments/666872924967403550/667217269557952539/tiger_release_final_20200115_225909.png,Plus,3,HBBTSHS,BSPTHTP,BCSHBPS,DTPCTSB,BSHPBHS,DHBDCPH
https://gamerdvr.com/gamer/jlisc0/screenshot/14484216,Blank,"1,5",HBCCHBP,DSPSSSP,BCHHSPH,DPTDBBB,SDDDSSD,PSSBCPH
https://cdn.discordapp.com/attachments/666872924967403550/667522172784476210/1085660_20200116191427_1.png,Blank,6,HBCHHTT,TTSPTHS,HTBBPSP,BBBPHTC,PSHBBTB,TSSTHHP
https://cdn.discordapp.com/attachments/666872924967403550/667339154404802590/PS_Messages_20200116_130723.jpg,Blank,5,HBCPPDS,PSHTCTS,SHBHDCC,PHHBBSH,TCPTCHH,CPSHCST
https://drive.google.com/open?id=1KSMrrawUha6m89CB7C5T6W8DyYQSm2Jd,Blank,"2,5,6",HBCTPHP,PPDDPPP,HBCTBCC,PCTBTPT,DBHBSHC,DDPPSPH
https://images-ext-2.discordapp.net/external/mYrcHHcJPvzSG3u0YJLyNLz2lCMjRe-mUJgiK1KPdrY/https/i.gyazo.com/thumb/1200/11a6bffbff80f946e7e0602e921c8b7d-png.jpg,Blank,1,HBDHHSD,SDDBBDC,BBSPBSD,SBDDBBD,SPSDCBP,DHDTSDP
https://i.imgur.com/CJ1vXmV.jpg,Blank,"4,6",HBDHHTC,BHHCSCD,PCTHSTD,BTSBSCC,SHCDTCB,DBPHSSH
https://imgur.com/a/XRN6Z7I,Blank,"3,4,6",HBDSPBB,SHCTSCS,BPBSTTH,TPPTPBC,CPDHHSB,HPDSBDC
https://cdn.discordapp.com/attachments/666872924967403550/667205209159630858/image0.jpg,Blank,"1,2,3",HBDSPTH,CTCPTBP,DPBBBTC,SSDSTBC,CDPCDTT,TPCPSSD
https://cdn.discordapp.com/attachments/666951769779339264/667076714140139520/unknown.png,Blank,6,HBDTHTD,CCSPCDB,BPSBDHT,PTCCSPH,PCSBSCS,PPTDPSS
https://cdn.discordapp.com/attachments/666873697763590144/666886955359010866/Hex0.PNG,Hex,3,HBHCBDS,THCSCHS,TTPCDPH,SHBTHSS,DDHPPHC,SCCPDPP
https://gyazo.com/a6669a11ca0f5f615f1718f8070c7c29,Snake,"2,3",HBHCCBB,HSPDTCC,CSBCDTH,HTBBBTC,PBPBPSC,HHCBBBS
https://drive.google.com/file/d/15xsVgWnIemyRM3dAdgxIvIZUZv5GoZoW/view?usp=sharing,Blank,"4,5,6",HBHCTPD,CCTHBBB,CTTPCTC,BDHHCCC,BPTTSSC,DSPTBBD
https://drive.google.com/open?id=1UmRUqOzGmxZhkbPSr-Re1gDxMsFiCQs9,Blank,"3,6",HBHHPPH,PHTBDSC,BCHSTSS,BBBDPBD,HDBBBPS,SCHSBBB
https://media.discordapp.net/attachments/667499790950465537/667518569826877440/8f603230f9da48066253fd9ea8a26c0f.png,Blank,4,HBHSHTS,SBTCSCH,HTBCSHP,BTCSCCH,TPSPCPH,TPBBPST
https://i.gyazo.com/thumb/1200/979bed03ecc7f327fe670a6b4207fa3a-jpg.jpg,Blank,"5,6",HBPPPPB,HHDHPTC,PSSHTSD,PCBTDTD,CSBCSDT,SCSHSDH
https://gyazo.com/feeaa2cb07f6f467413ae4eb8566dc5a,Blank,3,HBPSPDP,HTBPPBB,PPTHCTB,SCTBHTH,TPTBDDS,HDCTBTC
https://cdn.discordapp.com/attachments/666872924967403550/667215807347949569/20200116041400_1.jpg,Blank,"5,6",HBSBCSC,SBDPTPC,CTTTDPS,DDTPPSC,THTCTCP,BSCDDPC
https://cdn.discordapp.com/attachments/650156587607916551/667173582396194817/Screenshot_1.png,Blank,2,HBSBTBT,PCCSHBD,TPCHTHP,PPHTTSP,BDCDHBC,PPBSPHB
https://gyazo.com/3f4a6ab63deb95b2a3246c68347ec898,Blank,"3,5,6",HBSCCDB,SDDSSPH,CDSSPBT,CTHSDBP,CSSCTDB,TPDPPPP
https://cdn.discordapp.com/attachments/547576011185979418/667217431139319818/tiger_release_final_20200115_210033.png,Snake,"3,6",HBSDBST,HPPHSCT,DDHTSSD,CDCCCCT,CCPCCCB,DPHCCSS
https://drive.google.com/open?id=1FdI0mpAtqoObuUnUFQXdFX7L4DiVpEI-,Blank,"1,2",HBSDHBS,TBDTHPB,DHPTTPC,DPTPCCT,BBBBBBB,BBBBBBB
https://gamerdvr.com/gamer/rjccj/screenshot/14483889,Blank,3,HBSDHSC,CDDTTPP,PDHTPTT,PSCCPCT,DTCPDDP,BSPBPCD
https://gyazo.com/fecbb1ce7019496ec2ed970ea22ffc55,Plus,"1,4,6",HBSHPBD,BBBBBBB,BBBBBBB,PTBSCDD,SSPPBHP,CBPPBHH
https://gyazo.com/4dbeebc16f75eebc6a695562c36a0207,Hex,4,HBSPPDS,CSSDBDP,DSPBTCT,TCPCTPH,TSHCSCB,BPCCCBD
https://media.discordapp.net/attachments/667499790950465537/667518833841668106/9342a11cfa562e59db602bb373c7f332.png,Blank,"2,3,5",HBSPSPP,TSSPBBP,PHBCSBP,BBBBBBB,BTHBBST,HTCDHHP
https://gyazo.com/53981c390d9f35ce13d3c48756711b3f,Blank,1,HBTBHBB,SBBTSDB,BBCPCSH,HBDHHTC,CCDTDST,DCTDDBC
https://cdn.discordapp.com/attachments/507380566769926144/667017949856661515/1085660_screenshots_20200115105504_1.jpg,Blank,"2,6",HBTDTPC,SDSPBHD,PSPDTTD,CDBHHPS,HSDSCTT,SDSCBDT
https://gyazo.com/7247d6b2ab584fca3d0535d53d122044,Diamond,3,HBTPHSS,BDPTDDH,SCCBBDS,HCSCTBP,DBPTCTT,DBBTPDT
https://media.discordapp.net/attachments/666872924967403550/667156910096777257/20200115_180257.jpg?width=507&height=676,Blank,"3,5",HBTSSCC,PPTBBBP,PSSTDTS,BPSBCTP,CHCPHPC,CTDBDPD
https://gyazo.com/41817f77f1a7d46ed471d1acd6ebfcc9,Blank,"1,4",HCBBSTD,BCBTDSD,BDHCHCS,TCSSSHB,PPDDBCP,DTPPSHH
https://i.gyazo.com/thumb/1200/f42609fb30232964c4b260ba2dc69812-jpg.jpg,Blank,"3,6",HCBDHPH,SPPHCSS,PBBTCPD,TCBPDSB,SSBHBSC,HDCHTPB
https://drive.google.com/open?id=1V86gF3VL8WOP49eIpDFSpy8F5XETvVMJ,Blank,"1,4,5",HCBHCPT,PDTHHPC,BBCSHHS,DPSCBSB,PDCHTBP,SPDHHHB
https://drive.google.com/open?id=1Mxv1F8yxAp0awvq6mx75FvTHVhL3zIJ3,Blank,"1,2,5",HCBSHTB,DCTSTCH,SCTDSHS,SHSCCDP,DCCTPBD,CCHPDDT
https://drive.google.com/open?id=1D3_7deR4_4ZN23EpM3V9cFUHrbQDB25i,Plus,"2,3",HCBTBDP,DDPPSCD,HDSDDDT,CTCSTCC,HCSCBCS,CSHBHTS
https://drive.google.com/open?id=1uzRf78S7jNYSTW-AjFUauCJ6DuXVtFm0,Blank,"2,3,4,6",HCBTTPT,PPPSBSC,CPHSDPP,TPTCTBP,CPDDSTC,DBCHTDC
https://cdn.discordapp.com/attachments/666872924967403550/667518595483566120/1085660_20200116175555_1.png,Blank,"1,2",HCCBHTS,TSSHTTD,PSPSTBB,STDTBSH,TPCHSCH,SCHBCSP
https://gyazo.com/77705c0d532cacd6a397c5a24720026a,Hex,"3,5,6",HCCCCDC,SHHHSHB,CHDBTDT,HDBHTTP,SHBBBBS,HTSBSHP
https://drive.google.com/open?id=1oEUZEca1JWXjT5eLVp8iGKF76Y-Qm8Z1,Blank,"2,3,6",HCCCHBC,STHPTTS,CSCBDDP,SDTTDCC,DTCCTTD,DDTSHCS
https://gyazo.com/f6354fb25011c4ba2da1573bee2fc2c6,Blank,3,HCCDTPB,DBTHDCS,CTSTHDH,CTCHPHB,BCBTCTS,HTBBPHD
https://cdn.discordapp.com/attachments/666872924967403550/667411328629080105/Destiny_2_Screenshot_2020.01.16_-_11.48.55.76.png,Snake,"2,6",HCCHDDC,PHSCSPC,DSCPBST,DTPBPCS,PDTHHPD,CDHSTPT
https://images-ext-2.discordapp.net/external/Og1NqMnKkmU9rpgziVFnfzkUCbcBiD7nFPPVgARi4eQ/https/i.gyazo.com/thumb/1200/c6415f5c3f4c796baa6cdc4cf600f3be-png.jpg,Blank,3,HCCPBCB,SCTTHPB,DBBCPCH,TDSSBBB,PBPCTHD,CSPCHCT
https://drive.google.com/open?id=1dI1V1Pfysk8QUuc1v8z3kmk9CukXtU5K,Blank,"2,4,5",HCCPHSP,BBCTHCC,DHSCCDD,DCBTBHD,BTHPHTP,PDHSBHB
https://cdn.discordapp.com/attachments/666873697763590144/666912228271718410/Destiny_2_20200115084508.jpg,Blank,5,HCCPPHS,STTPTTD,BDHCTBS,HHTHDPS,DCTCTCT,CHTCTBH
https://i.gyazo.com/thumb/1200/798cf0d76dfc750e1c6c5002a37eb4a3-png.jpg,Diamond,"2,3",HCCPSPH,HTDBDPS,PSBBSCH,DHCPDBC,CTBPCDP,DDCPPDC
https://i.gyazo.com/thumb/1200/84076b0dd9ee78c5c2cd7ca11809aca9-png.jpg,Blank,"1,4",HCCSBPD,BBBBBBB,BBBBBBB,HPTPTCH,SCBSHCB,SBDCHTD
https://gyazo.com/e13b6290cde58b849307acb5d860472b,Clover,1,HCCSDDB,CSCTTCD,TBSDTSD,BPHHHPD,PHSHSDT,HHTSBCT
https://i.imgur.com/qVU44C5.png,Blank,"1,5",HCDBHTP,DTTTSCS,BBBBCST,HSBHPPH,PCTCSCC,SHHSPST
https://drive.google.com/open?id=1ZJNM6yZvCQEqkXEArAKzrwWIoHk0K2EP,Blank,"3,6",HCDBPDH,PTPDTCB,SCHHCPC,DSTPTTH,BTBSTTS,PBCCCCS
https://media.discordapp.net/attachments/666873697763590144/667222803636027393/20200115_202451.jpg?width=885&height=664,Blank,2,HCDBTPT,SPBPPBH,CSSBSDT,CBHCHDB,DHTBTBC,DPSSPDD
https://imgur.com/fPti2WJ,Blank,"3,5",HCDDTHP,TSDSDTD,TPTPCSD,CPDCCTT,PCTCCPS,BSHCTTP
https://drive.google.com/open?id=1xohYe7NPchl2u3zdfHs1QEhwvPJOkIKA,Blank,"5,6",HCDPHHB,BBBBBBB,BBBBBBB,BTTHCCT,SCSDCDS,DDTHSDH
https://imgur.com/x0HPOEB,Blank,"1,4,6",HCDTDDS,PSBCSCD,HDSSBDC,SSBCPST,PPBCPDT,BBDBBCB
https://i.imgur.com/0h5Mb2u.png,Blank,"2,3,5",HCDTSSC,DBTTDSC,SPHPPSH,PPSHTHS,PHCCTHS,BDDDBSD
https://gyazo.com/666201618edc0f6dcee34414e4037ea8,Blank,2,HCHCDHB,PTBTPBH,BCTPSPT,DHHPTPB,PDHCCCT,DSTDBBH
https://cdn.discordapp.com/attachments/666872924967403550/667247550398726173/Destiny_2_20200116002147.jpg,Blank,"1,2,5,6",HCHDBTD,PSPPTCC,BTDHCPB,PCHDCHS,SCBTSDH,HDDBDHP
https://gyazo.com/b3bb8806294bcf742c910070cc5956ee,Blank,5,HCHDBTD,STHHDTT,DPPSPCP,HHSSCCT,CCHBCTB,CHHPTPT
https://gyazo.com/8dad31fd6780b9e9e2f21c595bdc0089,Blank,"2,4,5",HCHHSHC,BPTBTTT,CCSSHBS,BCTBCBD,DPTTSDD,CPHBDBT
https://i.imgur.com/nJ894sd.png,Blank,"2,3",HCHHTBS,DBDBCCP,HPHTTCT,PHTBTSH,SHTBHCB,TCBHPDT
https://cdn.discordapp.com/attachments/557136242853019670/667238443662835723/aciditylip_titan_3.jpg,Blank,"1,3",HCHSHBS,HHSSDCC,HTTBDHT,STCTCPS,CTTDSDP,TSHSTSC
https://drive.google.com/open?id=19QAuQiQ88Fzma-3DEaXDyKHTYY-ONKjY,Blank,5,HCPHCPD,HBHBBCS,DTDTSCS,SBBDHBS,HBTHCCT,CCHDHHP
https://cdn.discordapp.com/attachments/666873697763590144/666910027956748303/e845e4e630.png,Hex,"1,2,4",HCPSTSS,DCPDSHC,BCHBDDC,BPDPSPD,PSBBTHH,TCTHTPD
https://cdn.discordapp.com/attachments/667145204385579009/667266860827410432/PathEmblem.png,Blank,"2,3,5",HCPTBHH,SBPBPSP,HBSHHTC,STPHBPS,CHPDPCH,HSHHPBP
https://gyazo.com/07c74c8f9fc80d9e36202c425223344b,Blank,"3,6",HCPTCSB,BDTSCCC,CHSDCTC,DTSBBBP,CBDBHDT,TCHSBSD
https://gyazo.com/e0e5478d390fca53202cda65d4d4b881,Snake,6,HCPTDHP,BTCCSST,DHPSTPC,PTBBSPH,SPHDTTT,CSCCBDD
https://cdn.discordapp.com/attachments/666873697763590144/666944863752683522/unknown.png,Plus,4,HCSBCTB,DCBTBCD,TDDSDTD,BSPSBTB,DDSSPSD,PTSCBHC
